City,Season Start,Season End,Month,Day,Match Number,Team 1,Team 2,Venue,Toss Winner,Toss Decision,Super Over,Winning Team,Won By,Margin,Method,Player of Match,Team 1 Players,Team 2 Players,Umpire 1,Umpire 2
Mumbai,2011,2011,May,Friday,66,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,bat,N,Rajasthan Royals,Wickets,10.0,NA,SR Watson,"['TL Suman', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'KA Pollard', 'JEC Franklin', 'Harbhajan Singh', 'A Symonds', 'DS Kulkarni', 'MM Patel', 'SL Malinga']","['SR Watson', 'R Dravid', 'J Botha', 'AL Menaria', 'AM Rahane', 'LRPL Taylor', 'PR Shah', 'AA Chavan', 'SK Warne', 'A Singh', 'SK Trivedi']",RE Koertzen,PR Reiffel
Mumbai,2011,2011,May,Thursday,65,Pune Warriors,Kolkata Knight Riders,Dr DY Patil Sports Academy,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,7.0,NA,YK Pathan,"['JD Ryder', 'MK Pandey', 'CJ Ferguson', 'SC Ganguly', 'RV Uthappa', 'Yuvraj Singh', 'S Rana', 'WD Parnell', 'AC Thomas', 'R Sharma', 'B Kumar']","['G Gambhir', 'SP Goswami', 'MK Tiwary', 'YK Pathan', 'R Bhatia', 'JH Kallis', 'RN ten Doeschate', 'Shakib Al Hasan', 'B Lee', 'L Balaji', 'Iqbal Abdulla']",S Ravi,SJA Taufel
Chennai,2011,2011,May,Wednesday,64,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Chennai Super Kings,Runs,11.0,NA,WP Saha,"['MEK Hussey', 'M Vijay', 'SK Raina', 'S Badrinath', 'WP Saha', 'MS Dhoni', 'JA Morkel', 'DJ Bravo', 'R Ashwin', 'DE Bollinger', 'SB Jakati']","['PA Patel', 'BB McCullum', 'Y Gnaneswara Rao', 'BJ Hodge', 'RA Jadeja', 'OA Shah', 'KM Jadhav', 'R Vinay Kumar', 'M Muralitharan', 'RP Singh', 'S Sreesanth']",HDPK Dharmasena,RE Koertzen
Dharamsala,2011,2011,May,Tuesday,63,Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,bat,N,Kings XI Punjab,Runs,111.0,NA,AC Gilchrist,"['PC Valthaty', 'AC Gilchrist', 'SE Marsh', 'DJ Hussey', 'KD Karthik', 'Mandeep Singh', 'AM Nayar', 'SJ Srivastava', 'PP Chawla', 'P Kumar', 'RJ Harris']","['CH Gayle', 'SS Tiwary', 'V Kohli', 'AB de Villiers', 'AUK Pathan', 'M Kaif', 'KB Arun Karthik', 'JJ van der Wath', 'A Mithun', 'CK Langeveldt', 'S Aravind']",Asad Rauf,AM Saheba
Mumbai,2011,2011,May,Monday,62,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,field,N,Deccan Chargers,Wickets,6.0,NA,A Mishra,"['JD Ryder', 'MK Pandey', 'SC Ganguly', 'RV Uthappa', 'Yuvraj Singh', 'M Manhas', 'CJ Ferguson', 'MR Marsh', 'WD Parnell', 'B Kumar', 'R Sharma']","['S Sohal', 'S Dhawan', 'KC Sangakkara', 'JP Duminy', 'DT Christian', 'B Chipli', 'DB Ravi Teja', 'PP Ojha', 'A Mishra', 'I Sharma', 'DW Steyn']",S Ravi,SK Tarapore
Indore,2011,2011,May,Sunday,61,Kochi Tuskers Kerala,Rajasthan Royals,Holkar Cricket Stadium,Kochi Tuskers Kerala,field,N,Kochi Tuskers Kerala,Wickets,8.0,NA,BJ Hodge,"['BB McCullum', 'DPMD Jayawardene', 'PA Patel', 'BJ Hodge', 'OA Shah', 'RA Jadeja', 'RP Singh', 'P Parameswaran', 'P Prasanth', 'S Sreesanth', 'Y Gnaneswara Rao']","['FY Fazal', 'R Dravid', 'SR Watson', 'AM Rahane', 'AL Menaria', 'PR Shah', 'JDP Oram', 'SK Warne', 'AA Chavan', 'SW Tait', 'ND Doshi']",PR Reiffel,RJ Tucker
Dharamsala,2011,2011,May,Sunday,60,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Delhi Daredevils,field,N,Kings XI Punjab,Runs,29.0,NA,PP Chawla,"['PC Valthaty', 'AC Gilchrist', 'SE Marsh', 'KD Karthik', 'DJ Hussey', 'Mandeep Singh', 'RJ Harris', 'PP Chawla', 'SJ Srivastava', 'P Kumar', 'BA Bhatt']","['NV Ojha', 'DA Warner', 'Y Venugopal Rao', 'S Sriram', 'IK Pathan', 'JR Hopes', 'TR Birt', 'Y Nagar', 'M Morkel', 'VR Aaron', 'AM Salvi']",Asad Rauf,SL Shastri
Bangalore,2011,2011,May,Saturday,58,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,4.0,D/L,CH Gayle,"['CH Gayle', 'LA Pomersbach', 'V Kohli', 'AB de Villiers', 'M Kaif', 'KB Arun Karthik', 'SS Tiwary', 'A Mithun', 'Z Khan', 'S Aravind', 'CK Langeveldt']","['JH Kallis', 'EJG Morgan', 'G Gambhir', 'MK Tiwary', 'YK Pathan', 'MV Boucher', 'R Bhatia', 'Iqbal Abdulla', 'B Lee', 'L Balaji', 'JD Unadkat']",RE Koertzen,RB Tiffin
Mumbai,2011,2011,May,Saturday,59,Mumbai Indians,Deccan Chargers,Wankhede Stadium,Deccan Chargers,bat,N,Deccan Chargers,Runs,10.0,NA,A Mishra,"['SR Tendulkar', 'AC Blizzard', 'AT Rayudu', 'RG Sharma', 'A Symonds', 'TL Suman', 'KA Pollard', 'Harbhajan Singh', 'SL Malinga', 'DS Kulkarni', 'MM Patel']","['MJ Lumb', 'S Sohal', 'KC Sangakkara', 'JP Duminy', 'B Chipli', 'DT Christian', 'S Dhawan', 'A Mishra', 'PP Ojha', 'I Sharma', 'Anand Rajan']",S Ravi,SK Tarapore
Indore,2011,2011,May,Friday,57,Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,Kings XI Punjab,field,N,Kings XI Punjab,Wickets,6.0,NA,KD Karthik,"['BB McCullum', 'DPMD Jayawardene', 'RA Jadeja', 'BJ Hodge', 'OA Shah', 'PA Patel', 'RV Gomez', 'R Vinay Kumar', 'RP Singh', 'P Parameswaran', 'S Sreesanth']","['AC Gilchrist', 'PC Valthaty', 'SE Marsh', 'KD Karthik', 'DJ Hussey', 'Mandeep Singh', 'Bipul Sharma', 'SJ Srivastava', 'PP Chawla', 'RJ Harris', 'BA Bhatt']",S Asnani,RJ Tucker
Chennai,2011,2011,May,Thursday,56,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Chennai Super Kings,Runs,18.0,NA,MS Dhoni,"['MEK Hussey', 'M Vijay', 'SK Raina', 'S Badrinath', 'MS Dhoni', 'WP Saha', 'JA Morkel', 'DJ Bravo', 'R Ashwin', 'DE Bollinger', 'SB Jakati']","['NV Ojha', 'DA Warner', 'CA Ingram', 'IK Pathan', 'Y Venugopal Rao', 'JR Hopes', 'AB McDonald', 'Y Nagar', 'AB Agarkar', 'S Nadeem', 'VR Aaron']",AM Saheba,SL Shastri
Jaipur,2011,2011,May,Wednesday,55,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,9.0,NA,S Aravind,"['SR Watson', 'R Dravid', 'AM Rahane', 'J Botha', 'LRPL Taylor', 'AL Menaria', 'AS Raut', 'DH Yagnik', 'SK Warne', 'SK Trivedi', 'Pankaj Singh']","['CH Gayle', 'TM Dilshan', 'V Kohli', 'AB de Villiers', 'KB Arun Karthik', 'M Kaif', 'SS Tiwary', 'AA Kazi', 'Z Khan', 'S Aravind', 'CK Langeveldt']",HDPK Dharmasena,K Hariharan
Chandigarh,2011,2011,May,Tuesday,54,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,N,Kings XI Punjab,Runs,76.0,NA,BA Bhatt,"['PC Valthaty', 'AC Gilchrist', 'SE Marsh', 'KD Karthik', 'DJ Hussey', 'Mandeep Singh', 'Bipul Sharma', 'RJ Harris', 'P Kumar', 'SJ Srivastava', 'BA Bhatt']","['AC Blizzard', 'SR Tendulkar', 'RG Sharma', 'A Symonds', 'AT Rayudu', 'TL Suman', 'KA Pollard', 'Harbhajan Singh', 'DS Kulkarni', 'SL Malinga', 'MM Patel']",SK Tarapore,RJ Tucker
Hyderabad,2011,2011,May,Tuesday,53,Deccan Chargers,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,bat,N,Pune Warriors,Wickets,6.0,NA,MR Marsh,"['S Dhawan', 'DB Ravi Teja', 'KC Sangakkara', 'JP Duminy', 'DT Christian', 'B Chipli', 'S Sohal', 'A Mishra', 'DW Steyn', 'I Sharma', 'PP Ojha']","['JD Ryder', 'MK Pandey', 'SC Ganguly', 'RV Uthappa', 'Yuvraj Singh', 'CJ Ferguson', 'MR Marsh', 'WD Parnell', 'SB Wagh', 'R Sharma', 'B Kumar']",Asad Rauf,AM Saheba
Jaipur,2011,2011,May,Monday,52,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Rajasthan Royals,field,N,Chennai Super Kings,Runs,63.0,NA,M Vijay,"['SR Watson', 'R Dravid', 'AM Rahane', 'LRPL Taylor', 'AL Menaria', 'J Botha', 'AS Raut', 'DH Yagnik', 'A Singh', 'SK Trivedi', 'SK Warne']","['MEK Hussey', 'M Vijay', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'S Badrinath', 'DJ Bravo', 'WP Saha', 'R Ashwin', 'DE Bollinger', 'SB Jakati']",K Hariharan,SJA Taufel
Chandigarh,2011,2011,May,Sunday,51,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,N,Pune Warriors,Wickets,5.0,NA,R Sharma,"['AC Gilchrist', 'PC Valthaty', 'SE Marsh', 'KD Karthik', 'DJ Hussey', 'Mandeep Singh', 'SD Chitnis', 'RJ Harris', 'P Kumar', 'SJ Srivastava', 'BA Bhatt']","['JD Ryder', 'MK Pandey', 'RV Uthappa', 'Yuvraj Singh', 'CJ Ferguson', 'AA Jhunjhunwala', 'MR Marsh', 'SB Wagh', 'R Sharma', 'WD Parnell', 'B Kumar']",SK Tarapore,RJ Tucker
Bangalore,2011,2011,May,Sunday,50,Royal Challengers Bangalore,Kochi Tuskers Kerala,M Chinnaswamy Stadium,Kochi Tuskers Kerala,bat,N,Royal Challengers Bangalore,Wickets,9.0,NA,CH Gayle,"['CH Gayle', 'TM Dilshan', 'V Kohli', 'AB de Villiers', 'CA Pujara', 'M Kaif', 'SS Tiwary', 'DL Vettori', 'Z Khan', 'S Aravind', 'A Mithun']","['M Klinger', 'BB McCullum', 'PA Patel', 'DPMD Jayawardene', 'BJ Hodge', 'RA Jadeja', 'RV Gomez', 'R Vinay Kumar', 'RR Powar', 'RP Singh', 'P Parameswaran']",Aleem Dar,SS Hazare
Mumbai,2011,2011,May,Saturday,49,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,field,N,Mumbai Indians,Runs,32.0,NA,AT Rayudu,"['AC Blizzard', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'KA Pollard', 'A Symonds', 'TL Suman', 'DS Kulkarni', 'Harbhajan Singh', 'MM Patel', 'SL Malinga']","['V Sehwag', 'DA Warner', 'CA Ingram', 'NV Ojha', 'Y Venugopal Rao', 'JR Hopes', 'IK Pathan', 'Y Nagar', 'AB Agarkar', 'M Morkel', 'S Nadeem']",K Hariharan,SJA Taufel
Kolkata,2011,2011,May,Saturday,48,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,bat,N,Kolkata Knight Riders,Runs,10.0,D/L,Iqbal Abdulla,"['EJG Morgan', 'JH Kallis', 'G Gambhir', 'MK Tiwary', 'YK Pathan', 'MV Boucher', 'R Bhatia', 'Iqbal Abdulla', 'B Lee', 'L Balaji', 'JD Unadkat']","['MEK Hussey', 'M Vijay', 'SK Raina', 'S Badrinath', 'JA Morkel', 'MS Dhoni', 'WP Saha', 'R Ashwin', 'DE Bollinger', 'SB Jakati', 'S Randiv']",Asad Rauf,PR Reiffel
Bangalore,2011,2011,May,Friday,47,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,field,N,Royal Challengers Bangalore,Runs,85.0,NA,CH Gayle,"['CH Gayle', 'TM Dilshan', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'AUK Pathan', 'M Kaif', 'A Mithun', 'DL Vettori', 'Z Khan', 'S Aravind']","['AC Gilchrist', 'PC Valthaty', 'AM Nayar', 'SE Marsh', 'KD Karthik', 'Sunny Singh', 'R McLaren', 'PP Chawla', 'RJ Harris', 'P Kumar', 'L Ablish']",Aleem Dar,RB Tiffin
Hyderabad,2011,2011,May,Thursday,46,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,field,N,Delhi Daredevils,Wickets,4.0,NA,V Sehwag,"['S Dhawan', 'DB Ravi Teja', 'KC Sangakkara', 'JP Duminy', 'DT Christian', 'B Chipli', 'I Malhotra', 'S Sohal', 'A Mishra', 'DW Steyn', 'I Sharma']","['AJ Finch', 'V Sehwag', 'NV Ojha', 'Y Venugopal Rao', 'TR Birt', 'IK Pathan', 'JR Hopes', 'Y Nagar', 'M Morkel', 'AB Agarkar', 'AM Salvi']",Asad Rauf,AM Saheba
Kochi,2011,2011,May,Thursday,45,Kochi Tuskers Kerala,Kolkata Knight Riders,Nehru Stadium,Kolkata Knight Riders,field,N,Kochi Tuskers Kerala,Runs,17.0,NA,BJ Hodge,"['BB McCullum', 'M Klinger', 'PA Patel', 'DPMD Jayawardene', 'RA Jadeja', 'BJ Hodge', 'RV Gomez', 'R Vinay Kumar', 'RP Singh', 'S Sreesanth', 'P Parameswaran']","['JH Kallis', 'EJG Morgan', 'G Gambhir', 'MK Tiwary', 'YK Pathan', 'MV Boucher', 'B Lee', 'R Bhatia', 'Iqbal Abdulla', 'S Ladda', 'JD Unadkat']",S Ravi,RJ Tucker
Mumbai,2011,2011,May,Wednesday,44,Pune Warriors,Mumbai Indians,Dr DY Patil Sports Academy,Pune Warriors,field,N,Mumbai Indians,Runs,21.0,NA,R Sharma,"['JD Ryder', 'MK Pandey', 'GC Smith', 'AA Jhunjhunwala', 'Yuvraj Singh', 'RV Uthappa', 'M Manhas', 'SB Wagh', 'R Sharma', 'JE Taylor', 'AC Thomas']","['AC Blizzard', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'TL Suman', 'KA Pollard', 'A Symonds', 'Harbhajan Singh', 'DS Kulkarni', 'MM Patel', 'SL Malinga']",HDPK Dharmasena,SJA Taufel
Chennai,2011,2011,May,Wednesday,43,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,bat,N,Chennai Super Kings,Wickets,8.0,NA,MEK Hussey,"['MEK Hussey', 'M Vijay', 'SK Raina', 'JA Morkel', 'MS Dhoni', 'S Badrinath', 'S Anirudha', 'R Ashwin', 'DE Bollinger', 'SB Jakati', 'S Randiv']","['SR Watson', 'R Dravid', 'AL Menaria', 'J Botha', 'LRPL Taylor', 'AM Rahane', 'STR Binny', 'DH Yagnik', 'SK Warne', 'ND Doshi', 'SK Trivedi']",SS Hazare,RB Tiffin
Hyderabad,2011,2011,May,Tuesday,42,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,field,N,Kolkata Knight Riders,Runs,20.0,NA,YK Pathan,"['S Sohal', 'S Dhawan', 'KC Sangakkara', 'CL White', 'DT Christian', 'DB Ravi Teja', 'B Chipli', 'A Mishra', 'PP Ojha', 'I Sharma', 'DW Steyn']","['EJG Morgan', 'JH Kallis', 'G Gambhir', 'YK Pathan', 'MK Tiwary', 'MV Boucher', 'R Bhatia', 'Iqbal Abdulla', 'L Balaji', 'B Lee', 'JD Unadkat']",S Asnani,RJ Tucker
Delhi,2011,2011,May,Monday,41,Delhi Daredevils,Kochi Tuskers Kerala,Feroz Shah Kotla,Kochi Tuskers Kerala,field,N,Kochi Tuskers Kerala,Wickets,7.0,NA,P Parameswaran,"['DA Warner', 'V Sehwag', 'NV Ojha', 'Y Nagar', 'Y Venugopal Rao', 'TR Birt', 'IK Pathan', 'RE van der Merwe', 'M Morkel', 'AB Agarkar', 'UT Yadav']","['M Klinger', 'BB McCullum', 'PA Patel', 'DPMD Jayawardene', 'BJ Hodge', 'RA Jadeja', 'RV Gomez', 'R Vinay Kumar', 'RP Singh', 'S Sreesanth', 'P Parameswaran']",Asad Rauf,SL Shastri
Mumbai,2011,2011,May,Monday,40,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,field,N,Mumbai Indians,Runs,23.0,NA,KA Pollard,"['DJ Jacobs', 'SR Tendulkar', 'AT Rayudu', 'KA Pollard', 'RG Sharma', 'A Symonds', 'TL Suman', 'Harbhajan Singh', 'MM Patel', 'SL Malinga', 'AN Ahmed']","['PC Valthaty', 'AC Gilchrist', 'SE Marsh', 'DJ Hussey', 'KD Karthik', 'AM Nayar', 'Bipul Sharma', 'PP Chawla', 'RJ Harris', 'P Kumar', 'BA Bhatt']",HDPK Dharmasena,PR Reiffel
Jaipur,2011,2011,May,Sunday,38,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,6.0,NA,LRPL Taylor,"['SR Watson', 'R Dravid', 'J Botha', 'AL Menaria', 'LRPL Taylor', 'AM Rahane', 'A Singh', 'SK Warne', 'STR Binny', 'DH Yagnik', 'SK Trivedi']","['JD Ryder', 'MK Pandey', 'RV Uthappa', 'Yuvraj Singh', 'Harpreet Singh', 'M Manhas', 'NL McCullum', 'R Sharma', 'M Kartik', 'JE Taylor', 'AC Thomas']",SK Tarapore,SJA Taufel
Chennai,2011,2011,May,Sunday,39,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Chennai Super Kings,Runs,19.0,NA,JA Morkel,"['M Vijay', 'MEK Hussey', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'S Badrinath', 'S Anirudha', 'R Ashwin', 'DE Bollinger', 'SB Jakati', 'S Randiv']","['S Sohal', 'S Dhawan', 'B Chipli', 'KC Sangakkara', 'CL White', 'JP Duminy', 'DT Christian', 'A Mishra', 'I Sharma', 'PP Ojha', 'Harmeet Singh']",Aleem Dar,RB Tiffin
Kochi,2011,2011,April,Saturday,36,Kochi Tuskers Kerala,Delhi Daredevils,Nehru Stadium,Delhi Daredevils,bat,N,Delhi Daredevils,Runs,38.0,NA,V Sehwag,"['BB McCullum', 'M Klinger', 'PA Patel', 'DPMD Jayawardene', 'BJ Hodge', 'RA Jadeja', 'B Akhil', 'R Vinay Kumar', 'RR Powar', 'S Sreesanth', 'RP Singh']","['DA Warner', 'V Sehwag', 'NV Ojha', 'Y Venugopal Rao', 'Y Nagar', 'TR Birt', 'IK Pathan', 'RE van der Merwe', 'M Morkel', 'AB Agarkar', 'UT Yadav']",HDPK Dharmasena,AL Hill
Kolkata,2011,2011,April,Saturday,37,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,8.0,NA,Iqbal Abdulla,"['JH Kallis', 'EJG Morgan', 'G Gambhir', 'MK Tiwary', 'SP Goswami', 'YK Pathan', 'R Bhatia', 'RN ten Doeschate', 'Iqbal Abdulla', 'L Balaji', 'B Lee']","['AC Gilchrist', 'PC Valthaty', 'SE Marsh', 'KD Karthik', 'AM Nayar', 'DJ Hussey', 'Bipul Sharma', 'P Kumar', 'PP Chawla', 'BA Bhatt', 'RJ Harris']",AM Saheba,SL Shastri
Bangalore,2011,2011,April,Friday,35,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,Pune Warriors,field,N,Royal Challengers Bangalore,Runs,26.0,NA,V Kohli,"['CH Gayle', 'TM Dilshan', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'M Kaif', 'A Mithun', 'Z Khan', 'DL Vettori', 'S Aravind', 'J Syed Mohammad']","['JD Ryder', 'TD Paine', 'MK Pandey', 'Yuvraj Singh', 'RV Uthappa', 'M Manhas', 'Harpreet Singh', 'R Sharma', 'JE Taylor', 'AC Thomas', 'Kamran Khan']",Aleem Dar,SS Hazare
Jaipur,2011,2011,April,Friday,34,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,7.0,NA,J Botha,"['SR Watson', 'R Dravid', 'J Botha', 'LRPL Taylor', 'AL Menaria', 'AM Rahane', 'A Singh', 'DH Yagnik', 'SK Warne', 'STR Binny', 'SK Trivedi']","['DJ Jacobs', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'A Symonds', 'KA Pollard', 'R Sathish', 'Harbhajan Singh', 'SL Malinga', 'AG Murtaza', 'MM Patel']",Asad Rauf,SK Tarapore
Delhi,2011,2011,April,Thursday,33,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,field,N,Kolkata Knight Riders,Runs,17.0,NA,MK Tiwary,"['DA Warner', 'V Sehwag', 'JR Hopes', 'IK Pathan', 'TR Birt', 'Y Venugopal Rao', 'NV Ojha', 'Y Nagar', 'AB Agarkar', 'M Morkel', 'UT Yadav']","['JH Kallis', 'SP Goswami', 'G Gambhir', 'MK Tiwary', 'YK Pathan', 'EJG Morgan', 'RN ten Doeschate', 'B Lee', 'L Balaji', 'Iqbal Abdulla', 'JD Unadkat']",PR Reiffel,RJ Tucker
Mumbai,2011,2011,April,Wednesday,31,Pune Warriors,Chennai Super Kings,Dr DY Patil Sports Academy,Pune Warriors,bat,N,Chennai Super Kings,Wickets,8.0,NA,DE Bollinger,"['JD Ryder', 'MD Mishra', 'MK Pandey', 'M Manhas', 'Yuvraj Singh', 'RV Uthappa', 'MR Marsh', 'JE Taylor', 'M Kartik', 'R Sharma', 'AC Thomas']","['MEK Hussey', 'M Vijay', 'S Badrinath', 'SK Raina', 'MS Dhoni', 'S Anirudha', 'R Ashwin', 'KMDN Kulasekara', 'DE Bollinger', 'SB Jakati', 'TG Southee']",Asad Rauf,SL Shastri
Kochi,2011,2011,April,Wednesday,32,Kochi Tuskers Kerala,Deccan Chargers,Nehru Stadium,Kochi Tuskers Kerala,field,N,Deccan Chargers,Runs,55.0,NA,I Sharma,"['BB McCullum', 'DPMD Jayawardene', 'PA Patel', 'RV Gomez', 'BJ Hodge', 'KM Jadhav', 'RA Jadeja', 'NLTC Perera', 'R Vinay Kumar', 'S Sreesanth', 'RP Singh']","['S Sohal', 'S Dhawan', 'B Chipli', 'KC Sangakkara', 'CL White', 'DT Christian', 'DB Ravi Teja', 'A Mishra', 'MS Gony', 'DW Steyn', 'I Sharma']",HDPK Dharmasena,AL Hill
Delhi,2011,2011,April,Tuesday,30,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,3.0,NA,V Kohli,"['DA Warner', 'V Sehwag', 'JR Hopes', 'MS Wade', 'Y Venugopal Rao', 'NV Ojha', 'IK Pathan', 'Y Nagar', 'M Morkel', 'AB Dinda', 'UT Yadav']","['CH Gayle', 'TM Dilshan', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'CA Pujara', 'DL Vettori', 'A Mithun', 'J Syed Mohammad', 'Z Khan', 'S Aravind']",S Asnani,RJ Tucker
Chennai,2011,2011,April,Monday,29,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Pune Warriors,field,N,Chennai Super Kings,Runs,25.0,NA,MEK Hussey,"['M Vijay', 'MEK Hussey', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'S Badrinath', 'S Anirudha', 'R Ashwin', 'DE Bollinger', 'SB Jakati', 'S Randiv']","['JD Ryder', 'MD Mishra', 'MK Pandey', 'RV Uthappa', 'Yuvraj Singh', 'M Manhas', 'NL McCullum', 'R Sharma', 'JE Taylor', 'M Kartik', 'AC Thomas']",Aleem Dar,RB Tiffin
Jaipur,2011,2011,April,Sunday,28,Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,Rajasthan Royals,field,N,Rajasthan Royals,Wickets,8.0,NA,SK Warne,"['SR Watson', 'R Dravid', 'J Botha', 'LRPL Taylor', 'AL Menaria', 'AM Rahane', 'A Singh', 'DH Yagnik', 'SK Warne', 'STR Binny', 'SK Trivedi']","['DPMD Jayawardene', 'VVS Laxman', 'PA Patel', 'BJ Hodge', 'RA Jadeja', 'RV Gomez', 'NLTC Perera', 'KM Jadhav', 'R Vinay Kumar', 'M Muralitharan', 'RP Singh']",BR Doctrove,SK Tarapore
Hyderabad,2011,2011,April,Sunday,27,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,field,N,Mumbai Indians,Runs,37.0,NA,SL Malinga,"['S Sohal', 'S Dhawan', 'KC Sangakkara', 'CL White', 'B Chipli', 'DT Christian', 'DB Ravi Teja', 'A Mishra', 'DW Steyn', 'I Sharma', 'PP Ojha']","['DJ Jacobs', 'SR Tendulkar', 'AT Rayudu', 'KA Pollard', 'RG Sharma', 'A Symonds', 'R Sathish', 'Harbhajan Singh', 'AN Ahmed', 'MM Patel', 'SL Malinga']",HDPK Dharmasena,AL Hill
Delhi,2011,2011,April,Saturday,26,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Kings XI Punjab,field,N,Delhi Daredevils,Runs,29.0,NA,DA Warner,"['DA Warner', 'V Sehwag', 'Y Nagar', 'Y Venugopal Rao', 'AJ Finch', 'NV Ojha', 'IK Pathan', 'JR Hopes', 'AB Agarkar', 'M Morkel', 'VR Aaron']","['AC Gilchrist', 'PC Valthaty', 'SE Marsh', 'KD Karthik', 'DJ Hussey', 'AM Nayar', 'Sunny Singh', 'RJ Harris', 'PP Chawla', 'P Kumar', 'SJ Srivastava']",S Asnani,RE Koertzen
Kolkata,2011,2011,April,Friday,24,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,9.0,NA,CH Gayle,"['JH Kallis', 'BJ Haddin', 'G Gambhir', 'YK Pathan', 'EJG Morgan', 'MK Tiwary', 'Shakib Al Hasan', 'R Bhatia', 'Iqbal Abdulla', 'JD Unadkat', 'L Balaji']","['TM Dilshan', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'CA Pujara', 'Z Khan', 'AUK Pathan', 'DL Vettori', 'S Aravind', 'J Syed Mohammad']",SS Hazare,RB Tiffin
Mumbai,2011,2011,April,Friday,25,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,N,Mumbai Indians,Runs,8.0,NA,Harbhajan Singh,"['R Sathish', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'A Symonds', 'KA Pollard', 'JEC Franklin', 'Harbhajan Singh', 'AN Ahmed', 'MM Patel', 'SL Malinga']","['MEK Hussey', 'M Vijay', 'SK Raina', 'S Badrinath', 'MS Dhoni', 'S Anirudha', 'JA Morkel', 'R Ashwin', 'Joginder Sharma', 'S Randiv', 'DE Bollinger']",Asad Rauf,AM Saheba
