City,Season Start,Season End,Month,Day,Match Number,Team 1,Team 2,Venue,Toss Winner,Toss Decision,Super Over,Winning Team,Won By,Margin,Method,Player of Match,Team 1 Players,Team 2 Players,Umpire 1,Umpire 2
Chandigarh,2011,2011,April,Thursday,23,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,N,Kings XI Punjab,Runs,48.0,NA,SE Marsh,"['AC Gilchrist', 'PC Valthaty', 'SE Marsh', 'KD Karthik', 'AM Nayar', 'R McLaren', 'Sunny Singh', 'PP Chawla', 'RJ Harris', 'P Kumar', 'BA Bhatt']","['SA Asnodkar', 'R Dravid', 'SR Watson', 'STR Binny', 'LRPL Taylor', 'AL Menaria', 'AS Raut', 'DH Yagnik', 'SK Warne', 'SW Tait', 'SK Trivedi']",S Asnani,PR Reiffel
Mumbai,2011,2011,April,Wednesday,21,Mumbai Indians,Pune Warriors,Wankhede Stadium,Pune Warriors,bat,N,Mumbai Indians,Wickets,7.0,NA,MM Patel,"['JEC Franklin', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'A Symonds', 'KA Pollard', 'R Sathish', 'AN Ahmed', 'AG Murtaza', 'MM Patel', 'SL Malinga']","['JD Ryder', 'TD Paine', 'M Manhas', 'RV Uthappa', 'Yuvraj Singh', 'MD Mishra', 'M Kartik', 'WD Parnell', 'R Sharma', 'SB Wagh', 'AC Thomas']",Asad Rauf,AM Saheba
Kolkata,2011,2011,April,Wednesday,22,Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,Kolkata Knight Riders,field,N,Kochi Tuskers Kerala,Runs,6.0,NA,DPMD Jayawardene,"['MS Bisla', 'JH Kallis', 'G Gambhir', 'MK Tiwary', 'EJG Morgan', 'Shakib Al Hasan', 'YK Pathan', 'R Bhatia', 'B Lee', 'Iqbal Abdulla', 'L Balaji']","['BB McCullum', 'DPMD Jayawardene', 'PA Patel', 'BJ Hodge', 'RA Jadeja', 'KM Jadhav', 'RV Gomez', 'R Vinay Kumar', 'RR Powar', 'RP Singh', 'M Muralitharan']",Aleem Dar,RB Tiffin
Delhi,2011,2011,April,Tuesday,19,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Deccan Chargers,bat,N,Deccan Chargers,Runs,16.0,NA,S Sohal,"['DA Warner', 'V Sehwag', 'NV Ojha', 'AJ Finch', 'Y Venugopal Rao', 'IK Pathan', 'JR Hopes', 'Y Nagar', 'M Morkel', 'S Nadeem', 'AB Dinda']","['S Sohal', 'S Dhawan', 'KC Sangakkara', 'CL White', 'DT Christian', 'B Chipli', 'DB Ravi Teja', 'A Mishra', 'DW Steyn', 'PP Ojha', 'Harmeet Singh']",PR Reiffel,RJ Tucker
Kochi,2011,2011,April,Monday,18,Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,Kochi Tuskers Kerala,field,N,Kochi Tuskers Kerala,Wickets,7.0,D/L,BB McCullum,"['BB McCullum', 'DPMD Jayawardene', 'PA Patel', 'BJ Hodge', 'RA Jadeja', 'KM Jadhav', 'NLTC Perera', 'RV Gomez', 'R Vinay Kumar', 'RP Singh', 'RR Powar']","['MEK Hussey', 'M Vijay', 'SK Raina', 'S Badrinath', 'MS Dhoni', 'JA Morkel', 'S Anirudha', 'R Ashwin', 'SB Jakati', 'TG Southee', 'DE Bollinger']",K Hariharan,AL Hill
Kolkata,2011,2011,April,Sunday,17,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,8.0,NA,L Balaji,"['JH Kallis', 'MS Bisla', 'G Gambhir', 'MK Tiwary', 'YK Pathan', 'EJG Morgan', 'Shakib Al Hasan', 'Iqbal Abdulla', 'R Bhatia', 'B Lee', 'L Balaji']","['SR Watson', 'AG Paunikar', 'FY Fazal', 'AS Raut', 'AL Menaria', 'LRPL Taylor', 'AM Rahane', 'SK Warne', 'A Singh', 'SW Tait', 'SK Trivedi']",Aleem Dar,RB Tiffin
Mumbai,2011,2011,April,Sunday,16,Pune Warriors,Delhi Daredevils,Dr DY Patil Sports Academy,Delhi Daredevils,field,N,Delhi Daredevils,Wickets,3.0,NA,Yuvraj Singh,"['JD Ryder', 'GC Smith', 'M Manhas', 'Yuvraj Singh', 'RV Uthappa', 'MD Mishra', 'WD Parnell', 'AA Jhunjhunwala', 'R Sharma', 'SB Wagh', 'AC Thomas']","['DA Warner', 'V Sehwag', 'IK Pathan', 'NV Ojha', 'MS Wade', 'Y Venugopal Rao', 'AJ Finch', 'JR Hopes', 'S Nadeem', 'AB Dinda', 'UT Yadav']",Asad Rauf,AM Saheba
Hyderabad,2011,2011,April,Saturday,15,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,N,Kings XI Punjab,Wickets,8.0,NA,PC Valthaty,"['S Sohal', 'S Dhawan', 'KC Sangakkara', 'JP Duminy', 'B Chipli', 'DT Christian', 'MS Gony', 'DB Ravi Teja', 'A Mishra', 'DW Steyn', 'I Sharma']","['AC Gilchrist', 'PC Valthaty', 'AM Nayar', 'KD Karthik', 'SE Marsh', 'Sunny Singh', 'R McLaren', 'P Kumar', 'RJ Harris', 'PP Chawla', 'VS Malik']",RE Koertzen,S Ravi
Chennai,2011,2011,April,Saturday,14,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Chennai Super Kings,Runs,21.0,NA,MEK Hussey,"['MEK Hussey', 'M Vijay', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'S Badrinath', 'S Anirudha', 'R Ashwin', 'SB Jakati', 'TG Southee', 'S Randiv']","['MA Agarwal', 'TM Dilshan', 'AUK Pathan', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'CA Pujara', 'JJ van der Wath', 'DL Vettori', 'R Ninan', 'Z Khan']",HDPK Dharmasena,AL Hill
Mumbai,2011,2011,April,Friday,13,Mumbai Indians,Kochi Tuskers Kerala,Wankhede Stadium,Kochi Tuskers Kerala,field,N,Kochi Tuskers Kerala,Wickets,8.0,NA,BB McCullum,"['DJ Jacobs', 'SR Tendulkar', 'AT Rayudu', 'KA Pollard', 'RG Sharma', 'A Symonds', 'R Sathish', 'Harbhajan Singh', 'AG Murtaza', 'MM Patel', 'SL Malinga']","['BB McCullum', 'DPMD Jayawardene', 'RA Jadeja', 'BJ Hodge', 'KM Jadhav', 'PA Patel', 'NLTC Perera', 'RV Gomez', 'R Vinay Kumar', 'RP Singh', 'RR Powar']",BR Doctrove,PR Reiffel
Jaipur,2011,2011,April,Friday,12,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,N,Kolkata Knight Riders,Wickets,9.0,NA,G Gambhir,"['AG Paunikar', 'R Dravid', 'AL Menaria', 'SR Watson', 'LRPL Taylor', 'J Botha', 'AS Raut', 'SK Warne', 'A Singh', 'SK Trivedi', 'ND Doshi']","['MS Bisla', 'JH Kallis', 'G Gambhir', 'MK Tiwary', 'YK Pathan', 'EJG Morgan', 'Shakib Al Hasan', 'Iqbal Abdulla', 'R Bhatia', 'B Lee', 'L Balaji']",Aleem Dar,SS Hazare
Hyderabad,2011,2011,April,Thursday,11,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,N,Deccan Chargers,Runs,33.0,NA,DW Steyn,"['S Sohal', 'S Dhawan', 'KC Sangakkara', 'B Chipli', 'JP Duminy', 'DT Christian', 'DB Ravi Teja', 'A Mishra', 'DW Steyn', 'I Sharma', 'MS Gony']","['MA Agarwal', 'TM Dilshan', 'Z Khan', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'CA Pujara', 'JJ van der Wath', 'DL Vettori', 'R Ninan', 'S Aravind']",RE Koertzen,S Ravi
Mumbai,2011,2011,April,Wednesday,10,Pune Warriors,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,bat,N,Pune Warriors,Wickets,4.0,NA,MD Mishra,"['JD Ryder', 'GC Smith', 'M Manhas', 'Yuvraj Singh', 'RV Uthappa', 'MD Mishra', 'WD Parnell', 'R Sharma', 'M Kartik', 'SB Wagh', 'AC Thomas']","['BB McCullum', 'VVS Laxman', 'PA Patel', 'DPMD Jayawardene', 'BJ Hodge', 'RA Jadeja', 'RV Gomez', 'R Vinay Kumar', 'S Sreesanth', 'RP Singh', 'M Muralitharan']",S Asnani,PR Reiffel
Chandigarh,2011,2011,April,Wednesday,9,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,N,Kings XI Punjab,Wickets,6.0,NA,PC Valthaty,"['PC Valthaty', 'AC Gilchrist', 'SE Marsh', 'Sunny Singh', 'AM Nayar', 'KD Karthik', 'R McLaren', 'P Kumar', 'RJ Harris', 'PP Chawla', 'BA Bhatt']","['S Anirudha', 'M Vijay', 'SK Raina', 'S Badrinath', 'MS Dhoni', 'SB Styris', 'JA Morkel', 'R Ashwin', 'SB Jakati', 'TG Southee', 'S Randiv']",Asad Rauf,SL Shastri
Jaipur,2011,2011,April,Tuesday,7,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Delhi Daredevils,bat,N,Rajasthan Royals,Wickets,6.0,NA,SK Warne,"['AG Paunikar', 'R Dravid', 'J Botha', 'AL Menaria', 'AM Rahane', 'LRPL Taylor', 'AS Raut', 'SK Warne', 'A Singh', 'SK Trivedi', 'SW Tait']","['DA Warner', 'V Sehwag', 'AJ Finch', 'UBT Chand', 'NV Ojha', 'Y Venugopal Rao', 'IK Pathan', 'RE van der Merwe', 'M Morkel', 'S Nadeem', 'AB Dinda']",Aleem Dar,RB Tiffin
Bangalore,2011,2011,April,Tuesday,8,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,N,Mumbai Indians,Wickets,9.0,NA,SR Tendulkar,"['MA Agarwal', 'TM Dilshan', 'V Kohli', 'AB de Villiers', 'AUK Pathan', 'SS Tiwary', 'CA Pujara', 'Z Khan', 'DL Vettori', 'DP Nannes', 'A Mithun']","['DJ Jacobs', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'KA Pollard', 'JEC Franklin', 'R Sathish', 'Harbhajan Singh', 'AG Murtaza', 'MM Patel', 'SL Malinga']",HDPK Dharmasena,AL Hill
Kolkata,2011,2011,April,Monday,6,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,Kolkata Knight Riders,bat,N,Kolkata Knight Riders,Runs,9.0,NA,JH Kallis,"['JH Kallis', 'MS Bisla', 'G Gambhir', 'MK Tiwary', 'YK Pathan', 'EJG Morgan', 'RN ten Doeschate', 'Iqbal Abdulla', 'R Bhatia', 'L Balaji', 'JD Unadkat']","['S Dhawan', 'IR Jaggi', 'B Chipli', 'KC Sangakkara', 'JP Duminy', 'DT Christian', 'DB Ravi Teja', 'DW Steyn', 'A Mishra', 'I Sharma', 'PP Ojha']",RE Koertzen,SK Tarapore
Mumbai,2011,2011,April,Sunday,5,Pune Warriors,Kings XI Punjab,Dr DY Patil Sports Academy,Kings XI Punjab,bat,N,Pune Warriors,Wickets,7.0,NA,SB Wagh,"['GC Smith', 'JD Ryder', 'M Manhas', 'RV Uthappa', 'Yuvraj Singh', 'MD Mishra', 'R Sharma', 'M Kartik', 'SB Wagh', 'WD Parnell', 'AC Thomas']","['AC Gilchrist', 'SE Marsh', 'PC Valthaty', 'KD Karthik', 'AM Nayar', 'Sunny Singh', 'R McLaren', 'PP Chawla', 'P Kumar', 'NJ Rimmington', 'BA Bhatt']",BR Doctrove,PR Reiffel
Delhi,2011,2011,April,Sunday,4,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,N,Mumbai Indians,Wickets,8.0,NA,SL Malinga,"['DA Warner', 'V Sehwag', 'UBT Chand', 'AJ Finch', 'NV Ojha', 'Y Venugopal Rao', 'IK Pathan', 'RE van der Merwe', 'M Morkel', 'UT Yadav', 'AB Dinda']","['DJ Jacobs', 'SR Tendulkar', 'AT Rayudu', 'RG Sharma', 'KA Pollard', 'JEC Franklin', 'R Sathish', 'Harbhajan Singh', 'AG Murtaza', 'MM Patel', 'SL Malinga']",AM Saheba,RB Tiffin
Kochi,2011,2011,April,Saturday,3,Kochi Tuskers Kerala,Royal Challengers Bangalore,Nehru Stadium,Kochi Tuskers Kerala,bat,N,Royal Challengers Bangalore,Wickets,6.0,NA,AB de Villiers,"['BB McCullum', 'VVS Laxman', 'DPMD Jayawardene', 'BJ Hodge', 'RA Jadeja', 'RV Gomez', 'PA Patel', 'M Muralitharan', 'R Vinay Kumar', 'RP Singh', 'S Sreesanth']","['MA Agarwal', 'TM Dilshan', 'V Kohli', 'AB de Villiers', 'SS Tiwary', 'AUK Pathan', 'CA Pujara', 'Z Khan', 'DL Vettori', 'DP Nannes', 'A Mithun']",HDPK Dharmasena,K Hariharan
Hyderabad,2011,2011,April,Saturday,2,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,field,N,Rajasthan Royals,Wickets,8.0,NA,SK Trivedi,"['S Dhawan', 'IR Jaggi', 'KC Sangakkara', 'B Chipli', 'JP Duminy', 'DT Christian', 'DB Ravi Teja', 'DW Steyn', 'A Mishra', 'I Sharma', 'PP Ojha']","['AG Paunikar', 'R Dravid', 'J Botha', 'LRPL Taylor', 'AS Raut', 'AL Menaria', 'A Singh', 'JDP Oram', 'SK Warne', 'SK Trivedi', 'STR Binny']",RE Koertzen,SK Tarapore
Chennai,2011,2011,April,Friday,1,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Chennai Super Kings,Runs,2.0,NA,S Anirudha,"['S Anirudha', 'M Vijay', 'SK Raina', 'MS Dhoni', 'JA Morkel', 'SB Styris', 'S Badrinath', 'R Ashwin', 'SB Jakati', 'TG Southee', 'S Randiv']","['MS Bisla', 'JH Kallis', 'YK Pathan', 'MK Tiwary', 'EJG Morgan', 'G Gambhir', 'LR Shukla', 'R Bhatia', 'Iqbal Abdulla', 'L Balaji', 'S Ladda']",BR Doctrove,PR Reiffel
Mumbai,2009,2010,April,Sunday,Final,Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,Chennai Super Kings,bat,N,Chennai Super Kings,Runs,22.0,NA,SK Raina,"['M Vijay', 'ML Hayden', 'SK Raina', 'S Badrinath', 'MS Dhoni', 'JA Morkel', 'S Anirudha', 'R Ashwin', 'SB Jakati', 'DE Bollinger', 'M Muralitharan']","['S Dhawan', 'SR Tendulkar', 'AM Nayar', 'Harbhajan Singh', 'AT Rayudu', 'SS Tiwary', 'JP Duminy', 'KA Pollard', 'Z Khan', 'SL Malinga', 'CRD Fernando']",RE Koertzen,SJA Taufel
Mumbai,2009,2010,April,Saturday,3rd Place Play-Off,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,bat,N,Royal Challengers Bangalore,Wickets,9.0,NA,A Kumble,"['JH Kallis', 'R Dravid', 'KP Pietersen', 'RV Uthappa', 'V Kohli', 'CL White', 'B Akhil', 'P Kumar', 'A Kumble', 'ND Doshi', 'DW Steyn']","['AC Gilchrist', 'MD Mishra', 'Anirudh Singh', 'RG Sharma', 'A Symonds', 'DR Smith', 'Y Venugopal Rao', 'RJ Harris', 'R Sharma', 'Harmeet Singh', 'PP Ojha']",RE Koertzen,SJA Taufel
Mumbai,2009,2010,April,Thursday,Semi Final,Chennai Super Kings,Deccan Chargers,Dr DY Patil Sports Academy,Chennai Super Kings,bat,N,Chennai Super Kings,Runs,38.0,NA,DE Bollinger,"['M Vijay', 'ML Hayden', 'SK Raina', 'S Badrinath', 'MS Dhoni', 'JA Morkel', 'S Anirudha', 'R Ashwin', 'SB Jakati', 'DE Bollinger', 'M Muralitharan']","['AC Gilchrist', 'HH Gibbs', 'TL Suman', 'RG Sharma', 'A Symonds', 'MD Mishra', 'B Sumanth', 'RJ Harris', 'Harmeet Singh', 'RP Singh', 'PP Ojha']",BR Doctrove,RB Tiffin
Mumbai,2009,2010,April,Wednesday,Semi Final,Royal Challengers Bangalore,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai Indians,bat,N,Mumbai Indians,Runs,35.0,NA,KA Pollard,"['JH Kallis', 'R Dravid', 'KP Pietersen', 'RV Uthappa', 'LRPL Taylor', 'V Kohli', 'MK Pandey', 'P Kumar', 'R Vinay Kumar', 'DW Steyn', 'A Kumble']","['S Dhawan', 'SR Tendulkar', 'AM Nayar', 'AT Rayudu', 'JP Duminy', 'SS Tiwary', 'KA Pollard', 'Harbhajan Singh', 'Z Khan', 'CRD Fernando', 'SL Malinga']",BR Doctrove,RB Tiffin
Kolkata,2009,2010,April,Monday,56,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,N,Kolkata Knight Riders,Wickets,9.0,NA,M Kartik,"['SC Ganguly', 'BB McCullum', 'DJ Hussey', 'MK Tiwary', 'AD Mathews', 'CA Pujara', 'WP Saha', 'JD Unadkat', 'M Kartik', 'AB Dinda', 'SE Bond']","['AP Tare', 'S Dhawan', 'SS Tiwary', 'JP Duminy', 'R Sathish', 'DJ Bravo', 'AT Rayudu', 'STR Binny', 'R McLaren', 'AG Murtaza', 'CRD Fernando']",BG Jerling,RE Koertzen
Delhi,2009,2010,April,Sunday,55,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Deccan Chargers,bat,N,Deccan Chargers,Runs,11.0,NA,A Symonds,"['DA Warner', 'V Sehwag', 'TM Dilshan', 'G Gambhir', 'M Manhas', 'PD Collingwood', 'KD Karthik', 'A Mishra', 'A Nehra', 'DP Nannes', 'UT Yadav']","['AC Gilchrist', 'MD Mishra', 'TL Suman', 'RG Sharma', 'A Symonds', 'MR Marsh', 'B Sumanth', 'WPUJC Vaas', 'R Sharma', 'PP Ojha', 'Harmeet Singh']",BR Doctrove,SK Tarapore
Dharamsala,2009,2010,April,Sunday,54,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,field,N,Chennai Super Kings,Wickets,6.0,NA,MS Dhoni,"['DPMD Jayawardene', 'SE Marsh', 'KC Sangakkara', 'Yuvraj Singh', 'IK Pathan', 'K Goel', 'J Theron', 'RR Powar', 'PP Chawla', 'S Sohal', 'VRV Singh']","['M Vijay', 'ML Hayden', 'SK Raina', 'S Badrinath', 'MS Dhoni', 'JA Morkel', 'JM Kemp', 'R Ashwin', 'SB Jakati', 'DE Bollinger', 'S Tyagi']",BF Bowden,AM Saheba
Kolkata,2009,2010,April,Saturday,53,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,bat,N,Kolkata Knight Riders,Wickets,8.0,NA,JD Unadkat,"['SC Ganguly', 'BB McCullum', 'CH Gayle', 'CA Pujara', 'MK Tiwary', 'AD Mathews', 'LR Shukla', 'JD Unadkat', 'M Kartik', 'AB Dinda', 'SE Bond']","['SR Watson', 'NV Ojha', 'YK Pathan', 'AJ Finch', 'AC Voges', 'AS Raut', 'P Dogra', 'FY Fazal', 'SK Warne', 'SK Trivedi', 'Kamran Khan']",BG Jerling,RB Tiffin
Bangalore,2009,2010,April,Saturday,52,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,N,Mumbai Indians,Runs,57.0,NA,R McLaren,"['MK Pandey', 'JH Kallis', 'KP Pietersen', 'R Dravid', 'RV Uthappa', 'LRPL Taylor', 'V Kohli', 'DW Steyn', 'R Vinay Kumar', 'Pankaj Singh', 'A Kumble']","['R McLaren', 'SR Tendulkar', 'AT Rayudu', 'KA Pollard', 'JP Duminy', 'AM Nayar', 'SS Tiwary', 'AP Tare', 'Harbhajan Singh', 'Z Khan', 'CRD Fernando']",HDPK Dharmasena,SJA Taufel
Dharamsala,2009,2010,April,Friday,51,Kings XI Punjab,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,field,N,Deccan Chargers,Wickets,5.0,NA,RG Sharma,"['DPMD Jayawardene', 'SE Marsh', 'KC Sangakkara', 'Yuvraj Singh', 'IK Pathan', 'K Goel', 'J Theron', 'RS Sodhi', 'PP Chawla', 'SJ Srivastava', 'VS Malik']","['AC Gilchrist', 'MD Mishra', 'TL Suman', 'RG Sharma', 'A Symonds', 'MR Marsh', 'B Sumanth', 'RP Singh', 'PP Ojha', 'RJ Harris', 'R Sharma']",M Erasmus,AM Saheba
Chennai,2009,2010,April,Thursday,50,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,N,Delhi Daredevils,Wickets,6.0,NA,G Gambhir,"['M Vijay', 'ML Hayden', 'MS Dhoni', 'SK Raina', 'MEK Hussey', 'S Badrinath', 'JA Morkel', 'R Ashwin', 'L Balaji', 'DE Bollinger', 'SB Jakati']","['V Sehwag', 'DA Warner', 'TM Dilshan', 'G Gambhir', 'KD Karthik', 'M Manhas', 'PD Collingwood', 'A Mishra', 'A Nehra', 'DP Nannes', 'UT Yadav']",HDPK Dharmasena,SS Hazare
Jaipur,2009,2010,April,Wednesday,49,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,bat,N,Royal Challengers Bangalore,Wickets,5.0,NA,KP Pietersen,"['MJ Lumb', 'NV Ojha', 'AG Paunikar', 'SR Watson', 'AA Jhunjhunwala', 'YK Pathan', 'AC Voges', 'AS Raut', 'Kamran Khan', 'SK Warne', 'SK Trivedi']","['MK Pandey', 'JH Kallis', 'KP Pietersen', 'RV Uthappa', 'V Kohli', 'LRPL Taylor', 'R Dravid', 'R Vinay Kumar', 'Pankaj Singh', 'A Kumble', 'DW Steyn']",BR Doctrove,S Ravi
Chennai,2009,2010,April,Tuesday,48,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,bat,N,Chennai Super Kings,Wickets,9.0,NA,R Ashwin,"['M Vijay', 'ML Hayden', 'SK Raina', 'S Anirudha', 'MS Dhoni', 'S Badrinath', 'JA Morkel', 'R Ashwin', 'SB Jakati', 'M Muralitharan', 'DE Bollinger']","['SC Ganguly', 'CH Gayle', 'BB McCullum', 'MK Tiwary', 'DJ Hussey', 'AD Mathews', 'WP Saha', 'LR Shukla', 'AB Agarkar', 'Iqbal Abdulla', 'AB Dinda']",SS Hazare,SJA Taufel
Mumbai,2009,2010,April,Tuesday,47,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,Mumbai Indians,bat,N,Mumbai Indians,Runs,39.0,NA,KA Pollard,"['C Madan', 'SR Tendulkar', 'SS Tiwary', 'AT Rayudu', 'JP Duminy', 'KA Pollard', 'DJ Bravo', 'Harbhajan Singh', 'AG Murtaza', 'Z Khan', 'CRD Fernando']","['DA Warner', 'V Sehwag', 'G Gambhir', 'KD Karthik', 'AB de Villiers', 'PD Collingwood', 'AB McDonald', 'A Mishra', 'PJ Sangwan', 'A Nehra', 'S Ladda']",S Asnani,DJ Harper
Nagpur,2009,2010,April,Monday,46,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,field,N,Deccan Chargers,Runs,13.0,NA,Harmeet Singh,"['HH Gibbs', 'AC Gilchrist', 'TL Suman', 'RG Sharma', 'MD Mishra', 'A Symonds', 'RJ Harris', 'B Sumanth', 'RP Singh', 'PP Ojha', 'Harmeet Singh']","['MK Pandey', 'JH Kallis', 'R Dravid', 'RV Uthappa', 'LRPL Taylor', 'V Kohli', 'CL White', 'R Vinay Kumar', 'DW Steyn', 'A Kumble', 'KP Appanna']",RE Koertzen,RB Tiffin
Jaipur,2009,2010,April,Sunday,45,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,field,N,Mumbai Indians,Runs,37.0,NA,SR Tendulkar,"['MJ Lumb', 'NV Ojha', 'FY Fazal', 'SR Watson', 'AA Jhunjhunwala', 'AC Voges', 'YK Pathan', 'AS Raut', 'AP Dole', 'SK Warne', 'SK Trivedi']","['ST Jayasuriya', 'SR Tendulkar', 'AT Rayudu', 'SS Tiwary', 'JP Duminy', 'KA Pollard', 'R Sathish', 'DS Kulkarni', 'Harbhajan Singh', 'SL Malinga', 'Z Khan']",BR Doctrove,SK Tarapore
Delhi,2009,2010,April,Sunday,44,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,bat,N,Kings XI Punjab,Wickets,7.0,NA,PP Chawla,"['DA Warner', 'V Sehwag', 'G Gambhir', 'PD Collingwood', 'KD Karthik', 'DL Vettori', 'M Manhas', 'R Bhatia', 'MF Maharoof', 'A Mishra', 'A Nehra']","['DPMD Jayawardene', 'IK Pathan', 'KC Sangakkara', 'Yuvraj Singh', 'AB Barath', 'J Theron', 'K Goel', 'RS Sodhi', 'PP Chawla', 'RR Powar', 'L Ablish']",BF Bowden,AM Saheba
Bangalore,2009,2010,April,Saturday,43,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,N,Royal Challengers Bangalore,Wickets,7.0,NA,R Vinay Kumar,"['S Sriram', 'JH Kallis', 'R Dravid', 'RV Uthappa', 'LRPL Taylor', 'CL White', 'V Kohli', 'R Vinay Kumar', 'P Kumar', 'A Kumble', 'DW Steyn']","['SC Ganguly', 'CH Gayle', 'BB McCullum', 'MK Tiwary', 'AD Mathews', 'WP Saha', 'CA Pujara', 'AB Agarkar', 'AB Dinda', 'I Sharma', 'BAW Mendis']",K Hariharan,DJ Harper
Nagpur,2009,2010,April,Saturday,42,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings,bat,N,Deccan Chargers,Wickets,6.0,NA,RJ Harris,"['MD Mishra', 'AC Gilchrist', 'TL Suman', 'RG Sharma', 'A Symonds', 'DR Smith', 'B Sumanth', 'RP Singh', 'PP Ojha', 'RJ Harris', 'Harmeet Singh']","['M Vijay', 'ML Hayden', 'SK Raina', 'MS Dhoni', 'MEK Hussey', 'S Badrinath', 'R Ashwin', 'T Thushara', 'SB Jakati', 'DE Bollinger', 'S Tyagi']",HDPK Dharmasena,SJA Taufel
Chandigarh,2009,2010,April,Friday,41,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,bat,N,Kings XI Punjab,Wickets,6.0,NA,KC Sangakkara,"['AB Barath', 'DPMD Jayawardene', 'KC Sangakkara', 'Yuvraj Singh', 'IK Pathan', 'RS Sodhi', 'K Goel', 'PP Chawla', 'RR Powar', 'B Lee', 'L Ablish']","['S Dhawan', 'SR Tendulkar', 'AT Rayudu', 'SS Tiwary', 'JP Duminy', 'R Sathish', 'KA Pollard', 'Harbhajan Singh', 'R McLaren', 'Z Khan', 'SL Malinga']",M Erasmus,AM Saheba
Bangalore,2009,2010,April,Thursday,40,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,Deccan Chargers,field,N,Deccan Chargers,Wickets,7.0,NA,TL Suman,"['MK Pandey', 'JH Kallis', 'R Dravid', 'RV Uthappa', 'LRPL Taylor', 'V Kohli', 'CL White', 'P Kumar', 'R Vinay Kumar', 'A Kumble', 'DW Steyn']","['AC Gilchrist', 'MD Mishra', 'TL Suman', 'RG Sharma', 'A Symonds', 'Y Venugopal Rao', 'MR Marsh', 'RP Singh', 'PP Ojha', 'RJ Harris', 'Harmeet Singh']",S Asnani,DJ Harper
